order_id,purchase_date,customer_id,customer_gender,customer_age,product_category,product_name,product_price,quantity,order_total,payment_method,shipping_region
1760,2023-10-05,915,Femenino,18,Accesorios,Cinturón,68.71,4,274.84,Transferencia bancaria,Centro
1768,2023-08-11,709,Masculino,18,Ropa,Chaqueta,55.45,3,166.35,Tarjeta de crédito,Sur
1798,2023-05-06,727,Femenino,18,Calzado,Zapatos formales,46.55,1,46.55,Transferencia bancaria,Centro
1955,2023-12-31,776,Masculino,18,Accesorios,Cinturón,159.78,2,319.56,Transferencia bancaria,Este
1960,2023-05-01,485,Femenino,18,Accesorios,Cinturón,125.95,1,125.95,Transferencia bancaria,Oeste
2038,2023-12-20,493,Femenino,18,Ropa,Vestido,19.45,3,58.35,PayPal,Norte
2084,2023-02-21,670,Femenino,18,Calzado,Zapatillas,170.86,5,854.3,Transferencia bancaria,Sur
2101,2023-02-13,187,Masculino,18,Accesorios,Bolso,186.39,4,745.56,Tarjeta de crédito,Este
2157,2023-01-08,690,Femenino,18,Calzado,Botas,122.63,4,490.52,Transferencia bancaria,Oeste
2202,2023-03-23,901,Masculino,18,Calzado,Pantuflas,20.39,5,101.95,Efectivo,Norte
2286,2023-06-26,360,Femenino,18,Calzado,Zapatos formales,125.43,4,501.72,Tarjeta de crédito,Este
2345,2023-03-10,646,Masculino,18,Calzado,Botas,64.55,3,193.65,Tarjeta de crédito,Este
2374,2023-03-26,84,Femenino,18,Ropa,Sweater,169.68,2,339.36,Tarjeta de crédito,Norte
2384,2023-04-04,989,Femenino,18,Calzado,Zapatos formales,53.89,3,161.67,PayPal,Este
2418,2023-08-06,657,Masculino,18,Accesorios,Cinturón,160.85,3,482.55,PayPal,Oeste
2452,2023-02-17,831,Masculino,18,Calzado,Pantuflas,29.06,1,29.06,PayPal,Norte
2509,2023-10-21,929,Masculino,18,Calzado,Zapatillas,33.87,4,135.48,PayPal,Norte
2551,2023-12-30,383,Masculino,18,Calzado,Pantuflas,136.42,3,409.26,Transferencia bancaria,Oeste
2676,2023-10-15,934,Masculino,18,Calzado,Zapatos formales,107.09,5,535.45,PayPal,Norte
2724,2023-12-26,683,Masculino,18,Ropa,Sweater,99.27,4,397.08,PayPal,Centro
2764,2023-01-27,198,Masculino,18,Calzado,Pantuflas,54.28,3,162.84,Tarjeta de crédito,Oeste
2808,2023-08-06,129,Masculino,18,Calzado,Sandalias,128.39,3,385.17,Transferencia bancaria,Oeste
2937,2023-08-20,783,Masculino,18,Calzado,Botas,82.85,1,82.85,PayPal,Norte
2948,2023-07-31,407,Femenino,18,Accesorios,Gorro,77.87,4,311.48,Tarjeta de crédito,Sur
3012,2023-12-16,385,Femenino,18,Accesorios,Cinturón,74.19,1,74.19,PayPal,Oeste
3123,2023-03-02,425,Femenino,18,Accesorios,Gorro,81.63,4,326.52,PayPal,Este
3148,2023-11-04,727,Femenino,18,Accesorios,Bufanda,10.63,2,21.26,Efectivo,Sur
3152,2023-03-05,209,Femenino,18,Accesorios,Gorro,39.2,5,196.0,PayPal,Sur
3170,2023-10-14,618,Femenino,18,Ropa,Sweater,148.47,5,742.35,Transferencia bancaria,Este
3174,2023-07-23,55,Femenino,18,Ropa,Pantalón,73.21,4,292.84,Efectivo,Este
3333,2023-06-03,467,Femenino,18,Calzado,Pantuflas,90.4,5,452.0,Efectivo,Este
3377,2023-06-28,422,Masculino,18,Calzado,Zapatillas,122.19,3,366.57,Tarjeta de crédito,Norte
3408,2023-11-13,826,Femenino,18,Accesorios,Cinturón,144.37,5,721.85,Transferencia bancaria,Este
3430,2023-08-13,703,Masculino,18,Calzado,Zapatillas,17.59,4,70.36,Tarjeta de crédito,Este
3653,2023-08-02,278,Masculino,18,Accesorios,Bolso,101.53,2,203.06,Tarjeta de crédito,Centro
3669,2023-06-08,281,Masculino,18,Ropa,Pantalón,143.49,1,143.49,PayPal,Centro
3677,2023-11-20,584,Femenino,18,Ropa,Pantalón,102.57,1,102.57,Transferencia bancaria,Este
3709,2023-12-25,314,Femenino,18,Accesorios,Bolso,112.13,3,336.39,Tarjeta de crédito,Sur
3847,2023-09-19,877,Masculino,18,Accesorios,Reloj,24.97,4,99.88,Efectivo,Oeste
3857,2023-05-02,832,Masculino,18,Calzado,Pantuflas,155.59,3,466.77,PayPal,Centro
3861,2023-10-28,917,Femenino,18,Calzado,Zapatillas,84.93,5,424.65,Efectivo,Este
3919,2023-11-17,596,Masculino,18,Accesorios,Bolso,179.3,2,358.6,Efectivo,Centro
3931,2023-07-02,639,Masculino,18,Ropa,Sweater,90.48,5,452.4,PayPal,Norte
3997,2023-07-17,842,Femenino,18,Ropa,Chaqueta,168.08,2,336.16,PayPal,Norte
4010,2023-01-03,637,Femenino,18,Ropa,Chaqueta,12.79,3,38.37,Tarjeta de crédito,Norte
4072,2023-06-21,709,Femenino,18,Ropa,Sweater,127.24,2,254.48,PayPal,Este
4081,2023-03-19,476,Femenino,18,Accesorios,Bufanda,15.78,2,31.56,Tarjeta de crédito,Norte
4127,2023-01-06,544,Femenino,18,Accesorios,Bufanda,88.36,2,176.72,PayPal,Centro
4129,2023-10-08,524,Masculino,18,Ropa,Chaqueta,24.06,4,96.24,PayPal,Centro
4134,2023-01-06,129,Femenino,18,Calzado,Pantuflas,74.55,1,74.55,Transferencia bancaria,Este
4135,2023-02-13,575,Masculino,18,Accesorios,Bolso,83.55,4,334.2,PayPal,Este
4163,2023-07-28,701,Femenino,18,Ropa,Camiseta,109.31,4,437.24,PayPal,Norte
4164,2023-04-14,476,Femenino,18,Ropa,Chaqueta,113.41,1,113.41,PayPal,Oeste
4297,2023-03-22,662,Masculino,18,Ropa,Sweater,143.74,1,143.74,Transferencia bancaria,Norte
4310,2023-10-16,718,Femenino,18,Calzado,Zapatos formales,62.38,5,311.9,Transferencia bancaria,Sur
4393,2023-12-29,424,Femenino,18,Calzado,Botas,30.44,2,60.88,PayPal,Sur
4394,2023-08-17,332,Femenino,18,Ropa,Camiseta,197.26,2,394.52,Transferencia bancaria,Centro
4400,2023-06-21,873,Femenino,18,Calzado,Zapatillas,74.42,2,148.84,PayPal,Sur
4423,2023-03-18,579,Femenino,18,Accesorios,Bufanda,162.22,5,811.1,PayPal,Norte
4509,2023-09-07,127,Femenino,18,Accesorios,Bufanda,25.85,5,129.25,Transferencia bancaria,Este
4550,2023-10-10,594,Femenino,18,Calzado,Sandalias,186.27,2,372.54,PayPal,Centro
4568,2023-08-13,105,Masculino,18,Calzado,Zapatos formales,96.66,3,289.98,PayPal,Oeste
4737,2023-03-06,59,Femenino,18,Accesorios,Reloj,163.62,3,490.86,PayPal,Oeste
4841,2023-03-21,582,Femenino,18,Accesorios,Gorro,92.41,5,462.05,PayPal,Oeste
4861,2023-02-06,974,Femenino,18,Ropa,Camiseta,132.31,3,396.93,PayPal,Centro
5098,2023-05-12,674,Femenino,18,Ropa,Camiseta,32.91,5,164.55,PayPal,Norte
5119,2023-06-28,929,Masculino,18,Accesorios,Gorro,86.85,2,173.7,PayPal,Oeste
5134,2023-08-06,536,Masculino,18,Calzado,Botas,159.4,1,159.4,Transferencia bancaria,Este
5168,2023-08-07,13,Masculino,18,Calzado,Sandalias,164.61,2,329.22,PayPal,Norte
5190,2023-01-18,905,Femenino,18,Calzado,Zapatos formales,62.73,4,250.92,Transferencia bancaria,Centro
5288,2023-03-21,555,Femenino,18,Accesorios,Gorro,17.46,4,69.84,Tarjeta de crédito,Este
5347,2023-09-03,25,Masculino,18,Ropa,Vestido,185.04,5,925.2,Transferencia bancaria,Sur
5387,2023-02-12,946,Masculino,18,Accesorios,Bufanda,55.01,2,110.02,PayPal,Sur
5530,2023-09-08,672,Masculino,18,Accesorios,Bolso,122.67,3,368.01,PayPal,Oeste
5542,2023-07-29,625,Masculino,18,Calzado,Zapatos formales,82.15,5,410.75,PayPal,Oeste
5579,2023-06-16,733,Femenino,18,Accesorios,Cinturón,51.75,4,207.0,PayPal,Este
5645,2023-06-30,471,Femenino,18,Accesorios,Gorro,81.22,4,324.88,Efectivo,Este
5649,2023-03-01,279,Femenino,18,Ropa,Chaqueta,58.93,5,294.65,Transferencia bancaria,Este
5673,2023-10-25,515,Femenino,18,Calzado,Sandalias,48.22,4,192.88,Transferencia bancaria,Centro
5789,2023-07-29,849,Masculino,18,Calzado,Zapatillas,149.01,3,447.03,PayPal,Norte
5797,2023-07-13,452,Femenino,18,Calzado,Pantuflas,28.67,1,28.67,PayPal,Oeste
5804,2023-01-09,488,Masculino,18,Ropa,Vestido,26.6,5,133.0,Transferencia bancaria,Oeste
5856,2023-09-29,375,Femenino,18,Ropa,Vestido,138.23,4,552.92,Efectivo,Centro
5959,2023-08-11,939,Femenino,18,Calzado,Zapatos formales,66.78,5,333.9,Efectivo,Este
5975,2023-09-20,367,Femenino,18,Ropa,Sweater,159.6,4,638.4,PayPal,Oeste
6145,2023-12-10,363,Masculino,18,Calzado,Zapatillas,91.92,4,367.68,PayPal,Oeste
6193,2023-03-19,242,Femenino,18,Accesorios,Cinturón,122.47,2,244.94,Tarjeta de crédito,Centro
6233,2023-10-17,97,Femenino,18,Accesorios,Bolso,64.28,1,64.28,Tarjeta de crédito,Oeste
6367,2023-01-12,765,Femenino,18,Accesorios,Reloj,53.81,5,269.05,PayPal,Oeste
6386,2023-05-22,336,Femenino,18,Accesorios,Gorro,94.59,1,94.59,PayPal,Sur
6508,2023-05-05,991,Femenino,18,Ropa,Pantalón,52.9,5,264.5,Transferencia bancaria,Sur
6528,2023-04-15,616,Masculino,18,Accesorios,Bufanda,32.02,3,96.06,Transferencia bancaria,Este
6637,2023-05-29,652,Masculino,18,Ropa,Camiseta,30.28,5,151.4,Tarjeta de crédito,Norte
6646,2023-05-18,365,Femenino,18,Ropa,Vestido,169.38,1,169.38,PayPal,Norte
6720,2023-03-08,900,Masculino,18,Ropa,Chaqueta,144.06,5,720.3,PayPal,Oeste
6737,2023-05-11,888,Masculino,18,Ropa,Camiseta,50.49,1,50.49,PayPal,Sur
6751,2023-05-15,851,Masculino,18,Ropa,Chaqueta,84.88,5,424.4,Transferencia bancaria,Sur
6927,2023-12-15,302,Femenino,18,Ropa,Vestido,161.78,2,323.56,PayPal,Norte
6972,2023-09-26,679,Femenino,18,Ropa,Chaqueta,69.35,5,346.75,Tarjeta de crédito,Norte
7048,2023-02-18,206,Masculino,18,Calzado,Zapatillas,30.48,2,60.96,PayPal,Centro
7056,2023-01-08,177,Femenino,18,Accesorios,Cinturón,139.84,5,699.2,Transferencia bancaria,Centro
7089,2023-12-17,897,Masculino,18,Calzado,Botas,63.56,4,254.24,Transferencia bancaria,Oeste
7118,2023-11-26,511,Femenino,18,Accesorios,Bufanda,65.69,5,328.45,Tarjeta de crédito,Este
7209,2023-09-10,371,Femenino,18,Accesorios,Bufanda,112.8,4,451.2,Tarjeta de crédito,Centro
7281,2023-05-13,375,Masculino,18,Accesorios,Gorro,138.1,3,414.3,PayPal,Este
7288,2023-07-15,250,Masculino,18,Calzado,Zapatillas,44.49,5,222.45,PayPal,Sur
7352,2023-03-14,25,Femenino,18,Accesorios,Bolso,124.16,5,620.8,PayPal,Centro
7416,2023-05-28,959,Femenino,18,Calzado,Pantuflas,23.57,2,47.14,Transferencia bancaria,Norte
7505,2023-01-06,146,Femenino,18,Accesorios,Reloj,37.65,4,150.6,PayPal,Norte
7548,2023-09-23,398,Femenino,18,Calzado,Zapatos formales,64.61,4,258.44,Transferencia bancaria,Centro
7593,2023-10-17,882,Femenino,18,Accesorios,Bufanda,193.63,2,387.26,PayPal,Oeste
7659,2023-07-12,393,Masculino,18,Calzado,Botas,22.52,2,45.04,Transferencia bancaria,Norte
7682,2023-08-24,924,Femenino,18,Calzado,Zapatos formales,170.23,5,851.15,Transferencia bancaria,Oeste
7715,2023-02-24,448,Masculino,18,Calzado,Pantuflas,36.39,3,109.17,PayPal,Norte
7847,2023-12-18,441,Femenino,18,Calzado,Pantuflas,60.76,3,182.28,Tarjeta de crédito,Oeste
8060,2023-06-25,699,Masculino,18,Calzado,Zapatos formales,165.16,1,165.16,PayPal,Sur
8076,2023-01-16,317,Masculino,18,Ropa,Pantalón,80.09,4,320.36,Tarjeta de crédito,Norte
8098,2023-06-09,43,Masculino,18,Ropa,Pantalón,185.63,3,556.89,Efectivo,Centro
8104,2023-04-17,476,Masculino,18,Accesorios,Gorro,68.98,1,68.98,PayPal,Norte
8177,2023-02-20,679,Femenino,18,Accesorios,Gorro,77.37,4,309.48,Transferencia bancaria,Centro
8220,2023-05-30,974,Femenino,18,Ropa,Pantalón,28.75,3,86.25,Transferencia bancaria,Centro
8309,2023-08-03,414,Masculino,18,Ropa,Pantalón,80.8,4,323.2,Efectivo,Oeste
8405,2023-10-15,108,Femenino,18,Calzado,Pantuflas,136.21,1,136.21,Efectivo,Sur
8504,2023-06-23,179,Femenino,18,Ropa,Vestido,193.34,5,966.7,PayPal,Sur
8510,2023-08-29,662,Masculino,18,Accesorios,Bolso,24.5,2,49.0,PayPal,Este
8567,2023-11-18,226,Masculino,18,Ropa,Vestido,163.35,4,653.4,PayPal,Oeste
8596,2023-06-05,171,Masculino,18,Calzado,Zapatos formales,60.49,2,120.98,Transferencia bancaria,Este
8631,2023-07-15,518,Masculino,18,Calzado,Zapatillas,72.21,4,288.84,Efectivo,Sur
8684,2023-02-26,732,Masculino,18,Ropa,Pantalón,159.14,4,636.56,PayPal,Norte
8805,2023-10-10,664,Femenino,18,Ropa,Sweater,15.05,1,15.05,PayPal,Sur
8829,2023-02-22,915,Femenino,18,Accesorios,Bufanda,83.46,2,166.92,Tarjeta de crédito,Norte
8840,2023-10-23,481,Masculino,18,Calzado,Zapatillas,163.99,3,491.97,PayPal,Sur
8847,2023-03-20,546,Femenino,18,Ropa,Pantalón,30.99,5,154.95,Transferencia bancaria,Oeste
8890,2023-06-22,79,Masculino,18,Calzado,Zapatos formales,173.48,1,173.48,PayPal,Sur
8891,2023-04-18,658,Femenino,18,Ropa,Pantalón,174.68,3,524.04,Transferencia bancaria,Norte
9079,2023-10-29,731,Masculino,18,Accesorios,Bufanda,45.98,5,229.9,Tarjeta de crédito,Sur
9275,2023-09-17,229,Femenino,18,Calzado,Sandalias,69.83,2,139.66,Transferencia bancaria,Oeste
9351,2023-10-19,425,Femenino,18,Ropa,Pantalón,73.13,1,73.13,Efectivo,Oeste
9404,2023-06-06,704,Femenino,18,Accesorios,Cinturón,103.71,4,414.84,Tarjeta de crédito,Norte
9442,2023-05-20,198,Femenino,18,Calzado,Zapatillas,100.7,3,302.1,PayPal,Sur
9449,2023-06-20,535,Femenino,18,Calzado,Sandalias,36.14,4,144.56,Transferencia bancaria,Norte
9478,2023-12-14,154,Femenino,18,Accesorios,Reloj,44.83,4,179.32,Transferencia bancaria,Norte
9505,2023-08-07,10,Masculino,18,Accesorios,Cinturón,191.97,4,767.88,PayPal,Centro
9512,2023-06-04,126,Femenino,18,Ropa,Chaqueta,173.84,2,347.68,PayPal,Norte
9555,2023-05-27,101,Femenino,18,Calzado,Pantuflas,38.79,2,77.58,PayPal,Norte
9578,2023-12-19,337,Femenino,18,Accesorios,Bolso,195.0,5,975.0,Transferencia bancaria,Oeste
9580,2023-03-16,117,Femenino,18,Ropa,Vestido,191.06,3,573.18,Transferencia bancaria,Centro
9765,2023-08-07,246,Masculino,18,Calzado,Zapatillas,190.12,1,190.12,Transferencia bancaria,Este
9827,2023-06-09,963,Masculino,18,Ropa,Vestido,147.47,3,442.41,Transferencia bancaria,Norte
7,2023-03-10,701,Femenino,19,Calzado,Sandalias,160.84,4,643.36,Transferencia bancaria,Este
18,2023-09-02,872,Femenino,19,Ropa,Sweater,81.15,2,162.3,PayPal,Oeste
97,2023-08-17,477,Masculino,19,Accesorios,Bufanda,61.17,5,305.85,Transferencia bancaria,Norte
101,2023-10-04,556,Masculino,19,Accesorios,Bufanda,126.06,5,630.3,Transferencia bancaria,Centro
119,2023-11-30,338,Masculino,19,Accesorios,Gorro,195.13,1,195.13,Tarjeta de crédito,Este
185,2023-10-15,871,Masculino,19,Calzado,Botas,100.93,1,100.93,PayPal,Oeste
210,2023-04-27,36,Masculino,19,Ropa,Pantalón,84.3,5,421.5,PayPal,Centro
257,2023-08-16,234,Masculino,19,Calzado,Pantuflas,141.74,1,141.74,PayPal,Este
268,2023-03-19,113,Femenino,19,Accesorios,Cinturón,143.15,4,572.6,Transferencia bancaria,Sur
344,2023-10-01,929,Femenino,19,Accesorios,Reloj,81.62,2,163.24,Tarjeta de crédito,Oeste
363,2023-01-31,144,Masculino,19,Accesorios,Bolso,73.28,1,73.28,PayPal,Norte
419,2023-06-10,398,Femenino,19,Calzado,Zapatillas,38.15,3,114.45,PayPal,Centro
450,2023-05-11,798,Masculino,19,Ropa,Sweater,43.32,4,173.28,PayPal,Este
503,2023-05-06,686,Masculino,19,Calzado,Zapatillas,71.81,1,71.81,Transferencia bancaria,Centro
509,2023-06-28,663,Femenino,19,Accesorios,Cinturón,127.91,2,255.82,PayPal,Oeste
581,2023-07-13,196,Femenino,19,Accesorios,Gorro,142.76,5,713.8,Transferencia bancaria,Norte
878,2023-02-09,91,Masculino,19,Calzado,Pantuflas,148.5,2,297.0,Transferencia bancaria,Centro
903,2023-05-10,505,Masculino,19,Calzado,Sandalias,130.34,1,130.34,Efectivo,Norte
934,2023-03-30,233,Femenino,19,Calzado,Zapatos formales,136.5,3,409.5,Efectivo,Centro
1000,2023-05-09,251,Femenino,19,Accesorios,Bufanda,170.72,1,170.72,Tarjeta de crédito,Sur
1058,2023-06-11,488,Femenino,19,Ropa,Chaqueta,36.63,3,109.89,Transferencia bancaria,Norte
1113,2023-01-05,984,Masculino,19,Ropa,Chaqueta,78.23,5,391.15,Efectivo,Norte
1114,2023-05-23,335,Masculino,19,Ropa,Camiseta,33.24,3,99.72,Tarjeta de crédito,Este
1262,2023-09-17,25,Masculino,19,Ropa,Chaqueta,35.8,5,179.0,Tarjeta de crédito,Centro
1340,2023-05-10,715,Femenino,19,Accesorios,Reloj,88.36,1,88.36,Transferencia bancaria,Sur
1416,2023-10-03,832,Masculino,19,Accesorios,Reloj,182.75,2,365.5,Transferencia bancaria,Norte
1492,2023-09-16,196,Masculino,19,Accesorios,Reloj,149.91,4,599.64,Transferencia bancaria,Este
1555,2023-06-21,460,Femenino,19,Calzado,Sandalias,67.38,3,202.14,PayPal,Norte
1584,2023-03-01,983,Masculino,19,Ropa,Chaqueta,28.23,4,112.92,Transferencia bancaria,Centro
1602,2023-12-29,666,Femenino,19,Accesorios,Reloj,49.39,3,148.17,Transferencia bancaria,Centro
1632,2023-01-18,161,Femenino,19,Accesorios,Bolso,96.19,1,96.19,PayPal,Sur
1638,2023-08-17,156,Masculino,19,Accesorios,Reloj,190.64,2,381.28,PayPal,Sur
1758,2023-08-29,624,Femenino,19,Ropa,Sweater,22.76,2,45.52,Tarjeta de crédito,Sur
1840,2023-02-10,588,Femenino,19,Ropa,Vestido,68.83,1,68.83,Transferencia bancaria,Este
1848,2023-04-15,287,Femenino,19,Ropa,Chaqueta,71.18,3,213.54,PayPal,Este
1972,2023-09-28,489,Masculino,19,Calzado,Sandalias,138.39,4,553.56,Tarjeta de crédito,Sur
2273,2023-09-16,718,Femenino,19,Ropa,Chaqueta,46.1,4,184.4,Transferencia bancaria,Oeste
2287,2023-03-23,223,Masculino,19,Accesorios,Gorro,21.81,1,21.81,Transferencia bancaria,Sur
2292,2023-01-04,365,Masculino,19,Calzado,Zapatos formales,75.73,3,227.19,Transferencia bancaria,Este
2325,2023-07-19,22,Masculino,19,Accesorios,Reloj,91.74,1,91.74,PayPal,Este
2442,2023-07-27,455,Femenino,19,Accesorios,Reloj,18.91,5,94.55,Tarjeta de crédito,Centro
2443,2023-05-12,273,Masculino,19,Ropa,Chaqueta,86.4,1,86.4,Transferencia bancaria,Este
2461,2023-10-15,717,Femenino,19,Calzado,Pantuflas,85.07,5,425.35,Tarjeta de crédito,Este
2530,2023-06-11,963,Masculino,19,Ropa,Sweater,50.16,5,250.8,Tarjeta de crédito,Sur
2698,2023-12-28,261,Femenino,19,Accesorios,Bufanda,140.0,5,700.0,Tarjeta de crédito,Centro
2699,2023-08-14,449,Masculino,19,Ropa,Chaqueta,37.17,2,74.34,Transferencia bancaria,Este
2974,2023-08-11,751,Masculino,19,Calzado,Zapatos formales,58.24,1,58.24,Transferencia bancaria,Sur
3028,2023-03-30,521,Femenino,19,Accesorios,Reloj,65.23,1,65.23,Efectivo,Sur
3100,2023-05-07,999,Femenino,19,Accesorios,Gorro,104.7,2,209.4,Efectivo,Norte
3180,2023-04-15,648,Masculino,19,Ropa,Vestido,198.04,2,396.08,PayPal,Sur
3256,2023-02-01,216,Masculino,19,Ropa,Camiseta,71.49,3,214.47,Transferencia bancaria,Oeste
3289,2023-02-15,110,Femenino,19,Ropa,Sweater,50.97,2,101.94,Transferencia bancaria,Sur
3379,2023-05-19,690,Masculino,19,Calzado,Sandalias,197.3,4,789.2,PayPal,Centro
3570,2023-11-24,374,Femenino,19,Calzado,Pantuflas,63.77,5,318.85,Tarjeta de crédito,Sur
3593,2023-06-11,985,Masculino,19,Calzado,Botas,87.4,3,262.2,Transferencia bancaria,Norte
3601,2023-06-03,435,Femenino,19,Accesorios,Cinturón,169.14,4,676.56,Transferencia bancaria,Centro
3684,2023-08-23,104,Masculino,19,Accesorios,Gorro,94.87,5,474.35,Transferencia bancaria,Centro
3698,2023-08-30,923,Femenino,19,Calzado,Zapatos formales,62.42,5,312.1,Transferencia bancaria,Sur
3723,2023-08-05,735,Femenino,19,Ropa,Camiseta,159.6,1,159.6,PayPal,Oeste
3768,2023-08-25,766,Masculino,19,Accesorios,Bufanda,167.04,3,501.12,Transferencia bancaria,Este
3811,2023-01-31,825,Masculino,19,Ropa,Chaqueta,38.05,2,76.1,Transferencia bancaria,Este
3850,2023-04-24,915,Femenino,19,Ropa,Camiseta,124.03,4,496.12,PayPal,Sur
3908,2023-08-18,991,Femenino,19,Ropa,Vestido,131.81,3,395.43,Tarjeta de crédito,Centro
3955,2023-03-18,131,Femenino,19,Accesorios,Reloj,120.83,2,241.66,Transferencia bancaria,Sur
4051,2023-07-11,881,Masculino,19,Calzado,Zapatos formales,114.32,4,457.28,Tarjeta de crédito,Centro
4112,2023-11-01,220,Masculino,19,Calzado,Zapatos formales,124.95,1,124.95,Transferencia bancaria,Norte
4168,2023-11-18,486,Femenino,19,Accesorios,Reloj,72.52,5,362.6,Transferencia bancaria,Sur
4192,2023-10-19,760,Femenino,19,Ropa,Chaqueta,169.38,4,677.52,Transferencia bancaria,Centro
4272,2023-03-03,443,Femenino,19,Ropa,Chaqueta,39.26,2,78.52,Tarjeta de crédito,Oeste
4335,2023-11-12,654,Masculino,19,Ropa,Sweater,87.76,3,263.28,Transferencia bancaria,Norte
4388,2023-03-17,65,Masculino,19,Calzado,Zapatillas,49.06,3,147.18,Tarjeta de crédito,Sur
4497,2023-12-25,571,Masculino,19,Accesorios,Reloj,123.32,5,616.6,Transferencia bancaria,Centro
4517,2023-11-14,584,Femenino,19,Accesorios,Cinturón,137.2,1,137.2,Tarjeta de crédito,Oeste
4581,2023-10-25,551,Femenino,19,Accesorios,Gorro,71.65,5,358.25,Transferencia bancaria,Norte
4589,2023-08-14,605,Masculino,19,Accesorios,Reloj,66.3,1,66.3,Transferencia bancaria,Centro
4595,2023-12-20,258,Femenino,19,Ropa,Sweater,47.48,3,142.44,Tarjeta de crédito,Oeste
4622,2023-02-20,420,Masculino,19,Accesorios,Reloj,154.45,2,308.9,Transferencia bancaria,Este
4889,2023-10-15,837,Masculino,19,Ropa,Vestido,136.42,2,272.84,PayPal,Norte
4951,2023-04-22,104,Femenino,19,Calzado,Sandalias,24.65,3,73.95,PayPal,Norte
5058,2023-09-13,974,Masculino,19,Accesorios,Reloj,152.22,3,456.66,Transferencia bancaria,Oeste
5069,2023-01-23,441,Masculino,19,Accesorios,Bolso,77.19,2,154.38,PayPal,Oeste
5072,2023-11-26,861,Masculino,19,Calzado,Pantuflas,147.38,4,589.52,Transferencia bancaria,Sur
5363,2023-11-08,49,Masculino,19,Calzado,Botas,132.79,4,531.16,PayPal,Norte
5369,2023-11-26,700,Masculino,19,Calzado,Botas,148.24,3,444.72,Transferencia bancaria,Este
5439,2023-02-19,90,Femenino,19,Calzado,Zapatos formales,73.64,2,147.28,PayPal,Oeste
5520,2023-05-27,10,Femenino,19,Calzado,Sandalias,60.27,3,180.81,Tarjeta de crédito,Norte
5563,2023-09-13,404,Masculino,19,Accesorios,Bolso,141.23,1,141.23,Transferencia bancaria,Este
5731,2023-10-01,505,Masculino,19,Ropa,Chaqueta,17.43,3,52.29,Transferencia bancaria,Sur
5769,2023-12-12,681,Masculino,19,Ropa,Vestido,142.15,2,284.3,PayPal,Este
5780,2023-06-02,575,Masculino,19,Calzado,Zapatos formales,40.64,1,40.64,Transferencia bancaria,Este
5820,2023-03-17,945,Masculino,19,Accesorios,Bolso,64.7,3,194.1,Transferencia bancaria,Centro
5841,2023-01-18,660,Femenino,19,Ropa,Camiseta,74.86,4,299.44,Transferencia bancaria,Sur
5906,2023-10-19,591,Femenino,19,Ropa,Sweater,37.74,3,113.22,PayPal,Norte
6005,2023-03-10,79,Femenino,19,Calzado,Zapatillas,59.79,4,239.16,Tarjeta de crédito,Este
